#lemma	stem
únor	únor
kaple	kapl
rektor	rektor
znalost	znalost
pravidlo	pravidl
hlad	hlad
prostora	prostor
ráno	rán
večer	večer
budova	budov
ústav	ústav
vzdělání	vzdělání
posila	posil
předmět	předmět
hochschule	hochschul
disciplína	disciplín
výuka	výuk
měřítko	měřítk
absolvent	absolvent
zaměření	zaměření
odpovědnost	odpovědnost
zájem	zájem
obor	obor
učitel	učitel
plat	plat
strop	strop
docent	docent
asistent	asistent
rozpočet	rozpočet
zlepšení	zlepšení
mzda	mzd
odborník	odborník
povolání	povolání
aktivita	aktivit
revoluce	revoluc
rozhled	rozhled
praktikant	praktikant
poskytování	poskytování
tajemství	tajemství
část	část
péče	péč
stipendium	stipendium
námět	námět
výstava	výstav
nábytek	nábytek
gastronomie	gastronomi
agentura	agentur
chyba	chyb
splatnost	splatnost
faktura	faktur
odběr	odběr
objednávka	objednávk
čtvrt	čtvrt
hotovost	hotovost
domluva	domluv
office	offic
box	box
přijímání	přijímání
zástupce	zástupc
dopis	dopis
urgence	urgenc
pohrůžka	pohrůžk
projednání	projednání
platba	platb
pokoj	pokoj
újma	újm
zdraví	zdraví
život	život
zaplacení	zaplacení
poučení	poučení
složení	složení
záloha	záloh
opatrnost	opatrnost
dojem	dojem
příspěvek	příspěvek
minulost	minulost
porovnání	porovnání
vývoz	vývoz
výměna	výměn
položka	položk
export	export
letoun	letoun
vrtulník	vrtulník
potravina	potravin
textil	textil
tendence	tendenc
investice	investic
léto	lét
venture	ventur
bota	bot
rozšiřování	rozšiřování
modernizace	modernizac
letiště	letiště
služba	služb
poradenství	poradenství
cíl	cíl
síla	síl
úkol	úkol
spojení	spojení
zjednodušení	zjednodušení
seminář	seminář
obchodování	obchodování
dotazník	dotazník
žádost	žádost
šance	šanc
bulletin	bulletin
dovozce	dovozc
provincie	provinci
posílení	posílení
doklad	doklad
občan	občan
pas	pas
vízum	vízum
povolení	povolení
potvrzení	potvrzení
cizinec	cizinec
imigrace	imigrac
posuzování	posuzování
nezaměstnanost	nezaměstnanost
velvyslanectví	velvyslanectví
byznys	byznys
století	století
krádež	krádež
hygiena	hygien
koupání	koupání
vana	van
pohoda	pohod
cyklus	cyklus
domácnost	domácnost
týdeník	týdeník
rozdělení	rozdělení
rádce	rádc
vůně	vůně
zneužití	zneužití
nástroj	nástroj
speciál	speciál
kapacita	kapacit
sledování	sledování
vítěz	vítěz
vlna	vln
privatizace	privatizac
procento	procent
bod	bod
stůl	stůl
tip	tip
kolo	kol
tisíc	tisíc
redakce	redakc
lázně	lázně
pán	pán
výherce	výherc
přednost	přednost
specifikum	specifikum
ležák	ležák
drátek	drátek
krám	krám
majitel	majitel
neděle	neděl
odpoledne	odpoledn
pondělek	pondělek
úterek	úterek
středa	střed
čtvrtek	čtvrtek
průměr	průměr
pátek	pátek
půl	půl
zářivka	zářivk
mrazák	mrazák
chips	chips
konzerva	konzerv
káva	káv
zahájení	zahájení
cibule	cibul
jablko	jablk
zahrada	zahrad
vejce	vejc
dvacetník	dvacetník
desetník	desetník
nevýhoda	nevýhod
marže	marž
role	rol
nádraží	nádraží
velkoobchod	velkoobchod
drogerie	drogeri
nárůst	nárůst
psč	psč
dítě	dítě
stravování	stravování
polopenze	polopenz
poukázka	poukázk
doprava	doprav
parkování	parkování
garáž	garáž
výška	výšk
m`metr	m`metr
moře	moř
km`kilometr	km`kilometr
příroda	přírod
houbaření	houbaření
střed	střed
bazén	bazén
sprcha	sprch
půjčovna	půjčovn
hřiště	hřiště
televizor	televizor
pobyt	pobyt
pes	pes
host	host
vinárna	vinárn
spolupracovník	spolupracovník
výpočet	výpočet
nájem	nájem
obcházení	obcházení
pronájem	pronájem
úhrada	úhrad
nájemné	nájemné
zdanění	zdanění
sdělení	sdělení
zpravodaj	zpravodaj
poskytnutí	poskytnutí
zaměstnavatel	zaměstnavatel
účel	účel
judr	judr
phdr	phdr
nástup	nástup
lovec	lovec
angličtina	angličtin
headhunter	headhunter
kopfjäger	kopfjäger
název	název
vyhledávání	vyhledávání
výběr	výběr
kandidát	kandidát
záležitost	záležitost
muž	muž
požadavek	požadavek
záplava	záplav
filiálka	filiálk
databanka	databank
recese	reces
personalistika	personalistik
kopfjägern	kopfjägern
zlato	zlat
nalezení	nalezení
geschäftsführer	geschäftsführer
šilink	šilink
sekretářka	sekretářk
inzerát	inzerát
vyhledání	vyhledání
pobočka	pobočk
nápor	nápor
zkušený	zkušený
zodpovědnost	zodpovědnost
funkce	funkc
schopnost	schopnost
pohovor	pohovor
procedura	procedur
renovace	renovac
dřevo	dřev
replika	replik
kompletace	kompletac
vrácení	vrácení
pohostinství	pohostinství
datum	datum
průkaz	průkaz
oprávnění	oprávnění
splnění	splnění
provozování	provozování
živnost	živnost
písmeno	písmen
uplynutí	uplynutí
ukončení	ukončení
lhůta	lhůt
vydání	vydání
délka	délk
izolace	izolac
družstvo	družstv
upozorňování	upozorňování
odstranění	odstranění
plzeň	plzeň
užívání	užívání
pronajímatel	pronajímatel
nájemce	nájemc
existence	existenc
zásada	zásad
upozornění	upozornění
náhrada	náhrad
trvání	trvání
přiměřenost	přiměřenost
spor	spor
soud	soud
prospěch	prospěch
břemeno	břemen
bydlení	bydlení
místnost	místnost
patro	patr
přízemí	přízemí
věk	věk
stav	stav
notář	notář
složka	složk
vymezení	vymezení
obsah	obsah
rozsah	rozsah
vlastník	vlastník
dům	dům
otop	otop
elektřina	elektřin
úklid	úklid
ujednání	ujednání
zřízení	zřízení
úplnost	úplnost
zánik	zánik
soulad	soulad
zápis	zápis
nemovitost	nemovitost
vklad	vklad
katastr	katastr
doručení	doručení
návrh	návrh
ilustrace	ilustrac
major	major
prvek	prvek
taktika	taktik
strategie	strategi
průlom	průlom
obchvat	obchvat
boj	boj
pochod	pochod
překvapení	překvapení
ostrov	ostrov
sídlo	sídl
pírko	pírk
konec	konec
hrabství	hrabství
vzhled	vzhled
areál	areál
zeleň	zeleň
strom	strom
keř	keř
kritérium	kritérium
tradice	tradic
příslušenství	příslušenství
díl	díl
původ	původ
zbytek	zbytek
libra	libr
dělník	dělník
svět	svět
parametr	parametr
poloha	poloh
továrna	továrn
subdodavatel	subdodavatel
chvíle	chvíl
součástka	součástk
bedna	bedn
štítek	štítek
spotřeba	spotřeb
dispečink	dispečink
svoz	svoz
uchazeč	uchazeč
snímek	snímek
centrála	centrál
schůzka	schůzk
pracoviště	pracoviště
novinka	novink
minuta	minut
přestávka	přestávk
zkouška	zkoušk
perspektiva	perspektiv
fluktuace	fluktuac
argument	argument
komise	komis
jmenování	jmenování
fáze	fáz
stabilizace	stabilizac
linka	link
nadřízený	nadřízený
zastavení	zastavení
hnutí	hnutí
filozofie	filozofi
realizace	realizac
dohadování	dohadování
otec	otec
oblečení	oblečení
pořádek	pořádek
otazník	otazník
uživatelka	uživatelk
síť	síť
impuls	impuls
vina	vin
zpracování	zpracování
počítač	počítač
uživatel	uživatel
přeplatek	přeplatek
účastník	účastník
námitka	námitk
vědomí	vědomí
příslib	příslib
náprava	náprav
záruka	záruk
březen	březen
úrok	úrok
omluva	omluv
závazek	závazek
postavení	postavení
kalendář	kalendář
učitelka	učitelk
skladba	skladb
prosba	prosb
spousta	spoust
nepříjemnost	nepříjemnost
adresář	adresář
sponzor	sponzor
pořízení	pořízení
velkochov	velkochov
králík	králík
nesolidnost	nesolidnost
krmivo	krmiv
granule	granul
plíseň	plíseň
činitel	činitel
smíchání	smíchání
směs	směs
krůta	krůt
následek	následek
úhyn	úhyn
zvíře	zvíř
plodnost	plodnost
samice	samic
vagón	vagón
vytváření	vytváření
komponenta	komponent
zachování	zachování
šarže	šarž
certifikát	certifikát
farmář	farmář
mlčenlivost	mlčenlivost
likvidace	likvidac
červen	červen
sud	sud
pivovar	pivovar
záměr	záměr
federace	federac
nováček	nováček
pokles	pokles
podbízení	podbízení
dostatek	dostatek
směnka	směnk
zdroj	zdroj
servis	servis
vzdálenost	vzdálenost
ventil	ventil
vypalování	vypalování
kód	kód
laser	laser
svár	svár
technologie	technologi
krupka	krupk
komunikace	komunikac
představitel	představitel
stanovení	stanovení
prostor	prostor
odkoupení	odkoupení
novelizace	novelizac
vyhláška	vyhlášk
tabák	tabák
školení	školení
festival	festival
předseda	předsed
odvětví	odvětví
sklo	skl
bižuterie	bižuteri
investor	investor
surovina	surovin
provedení	provedení
vlákno	vlákn
porcelán	porcelán
průmysl	průmysl
transformace	transformac
zadluženost	zadluženost
rys	rys
rentabilita	rentabilit
stabilita	stabilit
vzestup	vzestup
odbyt	odbyt
neschopnost	neschopnost
produktivita	produktivit
tuzemec	tuzemec
restituce	restituc
akcie	akci
union	union
vertex	vertex
perspektivnost	perspektivnost
hledisko	hledisk
rozptyl	rozptyl
dividenda	dividend
chemie	chemi
čára	čár
komplex	komplex
zapojení	zapojení
útlum	útlum
příčina	příčin
strojírenství	strojírenství
zemědělství	zemědělství
konkurent	konkurent
základna	základn
spektrum	spektrum
hnojivo	hnojiv
petrochemie	petrochemi
analýza	analýz
celek	celek
chemopetrol	chemopetrol
kaučuk	kaučuk
subjekt	subjekt
restrukturalizace	restrukturalizac
plast	plast
prosperita	prosperit
anorganika	anorganik
kyselina	kyselin
louh	louh
sůl	sůl
pryskyřice	pryskyřic
barva	barv
lak	lak
polotovar	polotovar
spolana	spolan
spolek	spolek
chemička	chemičk
móda	mód
barvivo	barviv
pesticid	pesticid
insekticid	insekticid
biofaktor	biofaktor
diagnostika	diagnostik
substance	substanc
léčivo	léčiv
chemikálie	chemikáli
přípravek	přípravek
přísada	přísad
sladidlo	sladidl
kosmetika	kosmetik
gigant	gigant
gmp	gmp
zavedení	zavedení
diverzifikace	diverzifikac
výkyv	výkyv
svátek	svátek
žadatel	žadatel
ujištění	ujištění
pořadí	pořadí
čekání	čekání
klapnutí	klapnutí
jízdné	jízdné
pokládání	pokládání
kabel	kabel
potrubí	potrubí
flow	flow
vrtání	vrtání
silnice	silnic
trať	trať
rozkopávání	rozkopávání
prášek	prášek
hmota	hmot
ocenění	ocenění
ostroh	ostroh
vyhlídka	vyhlídk
dráha	dráh
kúra	kúr
železnice	železnic
budoucno	budoucn
pražec	pražec
stavebnictví	stavebnictví
potenciál	potenciál
zkušebna	zkušebn
povědomí	povědomí
koleno	kolen
zachytávání	zachytávání
odpad	odpad
reorganizace	reorganizac
ředitelství	ředitelství
úsek	úsek
středisko	středisk
výkonnost	výkonnost
výzkum	výzkum
půjčka	půjčk
neznámá	neznámá
reforma	reform
strojírna	strojírn
knížka	knížk
hromada	hromad
výplata	výplat
stokoruna	stokorun
div	div
obrys	obrys
výjimka	výjimk
umístění	umístění
plus	plus
těžba	těžb
uhlí	uhlí
výpadek	výpadek
důl	důl
energie	energi
konverze	konverz
východisko	východisk
horizont	horizont
prognóza	prognóz
revír	revír
optimizmus	optimizmus
rozmezí	rozmezí
dobývání	dobývání
skrývka	skrývk
koncepce	koncepc
stát	stát
mysl	mysl
rekultivovat	rekultivovat
úloha	úloh
omyl	omyl
odbytiště	odbytiště
kalkulace	kalkulac
mašina	mašin
bilance	bilanc
pár	pár
dotace	dotac
výzkumák	výzkumák
inovace	inovac
hledání	hledání
sortiment	sortiment
segment	segment
šrot	šrot
třídírna	třídírn
útvar	útvar
vytěžování	vytěžování
kooperace	kooperac
průzkum	průzkum
priorita	priorit
nositel	nositel
marketing	marketing
blízkost	blízkost
hloubka	hloubk
vtažení	vtažení
oponent	oponent
výstup	výstup
řešitel	řešitel
zajištění	zajištění
citát	citát
vtip	vtip
vánoce	vánoc
obžerství	obžerství
podiv	podiv
kolečko	kolečk
mínění	mínění
obyvatel	obyvatel
pesimista	pesimist
optimista	optimist
převaha	převah
optimismus	optimismus
graf	graf
důkaz	důkaz
pesimismus	pesimismus
realismus	realismus
dosažení	dosažení
statistika	statistik
interpretace	interpretac
terč	terč
bombardování	bombardování
ostřelování	ostřelování
vypuknutí	vypuknutí
sklepení	sklepení
sídliště	sídliště
rozvod	rozvod
stanice	stanic
pásmo	pásm
vkv	vkv
kčs	kčs
kanál	kanál
beseda	besed
úvod	úvod
člen	člen
respektování	respektování
ideologizování	ideologizování
diskuse	diskus
uspořádání	uspořádání
nestraník	nestraník
disident	disident
signatář	signatář
charta	chart
exsocialista	exsocialist
exkomunista	exkomunist
prohlášení	prohlášení
solidarita	solidarit
porozumění	porozumění
usmíření	usmíření
vzor	vzor
zbohatlík	zbohatlík
prázdniny	prázdnin
uprchlík	uprchlík
rodina	rodin
tábor	tábor
desítka	desítk
dobrovolník	dobrovolník
utečenec	utečenec
událost	událost
rodič	rodič
kout	kout
ratolest	ratolest
ústava	ústav
komora	komor
poslanec	poslanec
shromáždění	shromáždění
vláda	vlád
varianta	variant
sněmovna	sněmovn
senát	senát
senátor	senátor
sbor	sbor
soudce	soudc
slučitelnost	slučitelnost
znění	znění
slib	slib
mandát	mandát
dar	dar
převzetí	převzetí
svědomí	svědomí
blaho	blah
velikost	velikost
pravomoc	pravomoc
předsednictvo	předsednictv
orgán	orgán
moloch	moloch
zastoupení	zastoupení
rozpuštění	rozpuštění
okamžik	okamžik
granát	granát
úkryt	úkryt
sloh	sloh
okraj	okraj
území	území
extremista	extremist
útok	útok
okolí	okolí
konvence	konvenc
přijetí	přijetí
udržení	udržení
místopředseda	místopředsed
týden	týden
menšina	menšin
autonomie	autonomi
spravedlnost	spravedlnost
odškodné	odškodné
komplexnost	komplexnost
deník	deník
vojsko	vojsk
borba	borb
nejmenovaný	nejmenovaný
důstojník	důstojník
svazek	svazek
emisar	emisar
tajemník	tajemník
pondělí	pondělí
rozmístění	rozmístění
novinář	novinář
uznání	uznání
společenství	společenství
objev	objev
dirigent	dirigent
skladatel	skladatel
symfonie	symfoni
pianista	pianist
značka	značk
dramaturgie	dramaturgi
láce	lác
deska	desk
pence	penc
příznivec	příznivec
kompakt	kompakt
titul	titul
interpret	interpret
antologie	antologi
label	label
housle	housl
orchestr	orchestr
sólista	sólist
kritika	kritik
nominace	nominac
prestiž	prestiž
klavír	klavír
opera	oper
osud	osud
houslista	houslist
hokej	hokej
tabulka	tabulk
tým	tým
tryskáč	tryskáč
hokejista	hokejist
přestup	přestup
vládce	vládc
skaut	skaut
interview	interview
humor	humor
trocha	troch
nostalgie	nostalgi
pocit	pocit
osobnost	osobnost
veřejnost	veřejnost
přezdívka	přezdívk
bratr	bratr
lektor	lektor
ředitelka	ředitelk
gymnázium	gymnázium
alej	alej
září	září
valorizace	valorizac
odměna	odměn
jazykář	jazykář
dostavba	dostavb
tělocvična	tělocvičn
fasáda	fasád
třída	tříd
anglistika	anglistik
fakulta	fakult
univerzita	univerzit
pakatel	pakatel
latina	latin
italština	italštin
konverzace	konverzac
nadace	nadac
žák	žák
zkvalitnění	zkvalitnění
knihovna	knihovn
výdaj	výdaj
kazeta	kazet
ročník	ročník
reakce	reakc
nadstandard	nadstandard
vyrovnávání	vyrovnávání
zbraň	zbraň
skládání	skládání
domino	domin
summit	summit
podrobnost	podrobnost
vytvoření	vytvoření
instituce	instituc
setkání	setkání
opozice	opozic
kapitulace	kapitulac
čistota	čistot
zamoření	zamoření
tragedie	tragedi
verze	verz
souhlas	souhlas
velení	velení
postoj	postoj
námořnictvo	námořnictv
flotila	flotil
úpornost	úpornost
agenda	agend
rozprava	rozprav
spolehlivost	spolehlivost
velitel	velitel
problematika	problematik
brána	brán
liberalizace	liberalizac
nátlak	nátlak
střet	střet
rubl	rubl
platidlo	platidl
jedenáctka	jedenáctk
přelud	přelud
mez	mez
projev	projev
fórum	fórum
neosobnost	neosobnost
kumulace	kumulac
špice	špic
čin	čin
komunista	komunist
proud	proud
náměstí	náměstí
moravista	moravist
věrohodnost	věrohodnost
záznam	záznam
registr	registr
duben	duben
premiér	premiér
dav	dav
mafia	mafi
sláva	sláv
paní	paní
choť	choť
happening	happening
vyvrácení	vyvrácení
vrata	vrat
růžovo	růžov
tank	tank
kategorie	kategori
stíhání	stíhání
výtržnictví	výtržnictví
zeleno	zelen
štětka	štětk
aféra	afér
pozorovatel	pozorovatel
voják	voják
čtyřicítka	čtyřicítk
červenec	červenec
emigrace	emigrac
vyšetřovatel	vyšetřovatel
kapitán	kapitán
pokus	pokus
puč	puč
výzva	výzv
komuniké	komuniké
poselství	poselství
moucha	mouch
nacionalista	nacionalist
počest	počest
stéblo	stébl
řeka	řek
šovinismus	šovinismus
politik	politik
předstih	předstih
samostatnost	samostatnost
náměstek	náměstek
ministr	ministr
vnitro	vnitr
porada	porad
kabinet	kabinet
kontinuita	kontinuit
posloupnost	posloupnost
neznámo	neznám
provázanost	provázanost
zákonodárství	zákonodárství
počínání	počínání
mise	mis
střelba	střelb
palba	palb
gardista	gardist
intenzita	intenzit
oběť	oběť
kanonáda	kanonád
čtvrť	čtvrť
předměstí	předměstí
ofenzíva	ofenzív
letectvo	letectv
transportér	transportér
sklad	sklad
kolona	kolon
raketa	raket
metropole	metropol
poplach	poplach
srážka	srážk
bojiště	bojiště
vyslanec	vyslanec
zahraničí	zahraničí
zkoumání	zkoumání
vyslání	vyslání
protivník	protivník
posrbšťování	posrbšťování
slabina	slabin
tolerance	toleranc
nejistota	nejistot
mesiáš	mesiáš
dirigismus	dirigismus
totalita	totalit
demokracie	demokraci
vlastnictví	vlastnictví
otevřenost	otevřenost
kritik	kritik
princip	princip
uvolňování	uvolňování
signál	signál
koordinace	koordinac
obnovení	obnovení
regulace	regulac
efektivnost	efektivnost
zrychlení	zrychlení
úpadek	úpadek
otevření	otevření
směnitelnost	směnitelnost
devalvace	devalvac
dynamismus	dynamismus
parita	parit
podhodnocení	podhodnocení
rovnost	rovnost
zlo	zl
marka	mark
bariéra	bariér
zefektivnění	zefektivnění
zhodnocování	zhodnocování
revalvace	revalvac
rovnováha	rovnováh
přidělování	přidělování
deviza	deviz
byrokrat	byrokrat
narůstání	narůstání
váhavost	váhavost
zhodnocení	zhodnocení
otevírání	otevírání
rozhodování	rozhodování
hladina	hladin
demagogičnost	demagogičnost
heslo	hesl
výprodej	výprodej
bohatství	bohatství
transakce	transakc
realokace	realokac
úspora	úspor
restrikce	restrikc
inflace	inflac
orientace	orientac
zmírňování	zmírňování
přechod	přechod
stimulace	stimulac
chování	chování
zvyšování	zvyšování
pozornost	pozornost
šňůra	šňůr
plánování	plánování
profese	profes
prognostik	prognostik
záběr	záběr
tlak	tlak
sektor	sektor
kapitál	kapitál
slabost	slabost
sféra	sfér
preference	preferenc
oddlužování	oddlužování
důležitost	důležitost
iniciativa	iniciativ
mobilita	mobilit
hypotéka	hypoték
akcelerace	akcelerac
zvětšení	zvětšení
zbytnost	zbytnost
zákaz	zákaz
kupón	kupón
koncentrace	koncentrac
důvěryhodnost	důvěryhodnost
úsilí	úsilí
alternativa	alternativ
eskalace	eskalac
spekulant	spekulant
propočet	propočet
úředník	úředník
omezení	omezení
volnost	volnost
rozšíření	rozšíření
šíření	šíření
utváření	utváření
výhrada	výhrad
podstata	podstat
averze	averz
příliv	příliv
styk	styk
zdokonalení	zdokonalení
přítomnost	přítomnost
zábrana	zábran
investování	investování
rizikovost	rizikovost
pozemek	pozemek
vyloučení	vyloučení
stříbro	stříbr
přesun	přesun
demonopolizace	demonopolizac
vykonávání	vykonávání
přesměrování	přesměrování
proměna	proměn
prokuratura	prokuratur
arbitráž	arbitráž
vybudování	vybudování
argumentace	argumentac
výpad	výpad
váha	váh
fundovanost	fundovanost
platnost	platnost
zdravotnictví	zdravotnictví
babička	babičk
žlučník	žlučník
privát	privát
úprk	úprk
lid	lid
novela	novel
pojištění	pojištění
pojišťovna	pojišťovn
trojice	trojic
dvacítka	dvacítk
nedochůdče	nedochůdč
výraz	výraz
tečka	tečk
dýchání	dýchání
tok	tok
administrativa	administrativ
vypisování	vypisování
pokladna	pokladn
doporučení	doporučení
praktik	praktik
obvoďák	obvoďák
odměňování	odměňování
řád	řád
přínos	přínos
předepisování	předepisování
docílení	docílení
pětikoruna	pětikorun
recept	recept
zdražení	zdražení
balík	balík
důchodce	důchodc
dovolená	dovolená
vymáhání	vymáhání
obhajoba	obhajob
neplatič	neplatič
vrstva	vrstv
ošetření	ošetření
klientela	klientel
připojištění	připojištění
injekce	injekc
charita	charit
rozmnožení	rozmnožení
léčitel	léčitel
prodlužování	prodlužování
nemoc	nemoc
krůček	krůček
ordinace	ordinac
licence	licenc
koncese	konces
lékařství	lékařství
hodnocení	hodnocení
stupnice	stupnic
škála	škál
sestra	sestr
programátor	programátor
szp	szp
chirurg	chirurg
ortopéd	ortopéd
spokojenost	spokojenost
informovanost	informovanost
stomatolog	stomatolog
zhoršení	zhoršení
vtah	vtah
užití	užití
medicína	medicín
gynekolog	gynekolog
lůžko	lůžk
divadlo	divadl
mluvčí	mluvčí
atmosféra	atmosfér
netrpělivost	netrpělivost
brždění	brždění
vypětí	vypětí
důslednost	důslednost
chaotičnost	chaotičnost
kúnz	kúnz
legislativa	legislativ
slušnost	slušnost
variace	variac
morálka	morálk
nespravedlnost	nespravedlnost
dřívějšek	dřívějšek
kormidelník	kormidelník
petice	petic
partajník	partajník
rozladění	rozladění
zdravotník	zdravotník
odliv	odliv
získávání	získávání
právník	právník
vpád	vpád
vzdělanost	vzdělanost
písmo	písm
nedůvěra	nedůvěr
torzo	torz
monopolizace	monopolizac
mechanismus	mechanismus
ohodnocení	ohodnocení
formulář	formulář
obtíž	obtíž
blahopřání	blahopřání
chuť	chuť
uklidnění	uklidnění
mistrovství	mistrovství
junior	junior
zápas	zápas
utkání	utkání
hráč	hráč
vážka	vážk
nájezd	nájezd
branka	brank
útočník	útočník
znamení	znamení
zakončení	zakončení
gól	gól
formace	formac
centr	centr
křídlo	křídl
jistota	jistot
klid	klid
brankostroj	brankostroj
hrozba	hrozb
mužstvo	mužstv
nasazení	nasazení
vzpomínka	vzpomínk
kombinace	kombinac
zmínka	zmínk
tyčka	tyčk
brankář	brankář
favorit	favorit
protinávrh	protinávrh
ježek	ježek
sekretář	sekretář
laťka	laťk
vojna	vojn
trenér	trenér
liga	lig
les	les
reprivatizace	reprivatizac
opravárna	opravárn
dílna	díln
pokladnička	pokladničk
kupec	kupec
dražba	dražb
stánek	stánek
vydražování	vydražování
licitátor	licitátor
laboratoř	laboratoř
defektoskopie	defektoskopi
senzace	senzac
majitelka	majitelk
svoboda	svobod
jaro	jar
šéf	šéf
prodloužení	prodloužení
ultrapravice	ultrapravic
nepokoj	nepokoj
násilí	násilí
dnešek	dnešek
pověst	pověst
nedorozumění	nedorozumění
emoce	emoc
předávání	předávání
svědek	svědek
bublina	bublin
odmítnutí	odmítnutí
hospitál	hospitál
fronta	front
řidič	řidič
parkoviště	parkoviště
provozovatel	provozovatel
krejčí	krejčí
autodopravce	autodopravc
clo	cl
průjezd	průjezd
odbavení	odbavení
cvičení	cvičení
prapor	prapor
partnerství	partnerství
mír	mír
usnesení	usnesení
koalice	koalic
obrana	obran
akcionář	akcionář
držitel	držitel
objem	objem
aktivum	aktivum
jméno	jmén
veto	vet
pokraj	pokraj
jih	jih
divize	diviz
soupeř	soupeř
oheň	oheň
sever	sever
sjednocení	sjednocení
zpěvák	zpěvák
hit	hit
shadow	shadow
reduta	redut
píseň	píseň
tradicionál	tradicionál
sun	sun
album	album
doprovod	doprovod
kytara	kytar
sázka	sázk
kalvárie	kalvári
zranění	zranění
smůla	smůl
reprezentace	reprezentac
odjezd	odjezd
šampionát	šampionát
rameno	ramen
soustředění	soustředění
obránce	obránc
led	led
zápěstí	zápěstí
řez	řez
bolest	bolest
tříslo	třísl
odchod	odchod
trénink	trénink
puk	puk
sekunda	sekund
play	pla
výprava	výprav
soupiska	soupisk
kvóta	kvót
horák	horák
sršeň	sršeň
šampón	šampón
jazyk	jazyk
výstřelek	výstřelek
holič	holič
synek	synek
vir	vir
námaha	námah
únava	únav
teplota	teplot
sezona	sezon
narozeniny	narozenin
prohra	prohr
porážka	porážk
čtvrtfinále	čtvrtfinál
neúspěch	neúspěch
účtování	účtování
úkor	úkor
tučňák	tučňák
podtitulek	podtitulek
zápletka	zápletk
podvečer	podvečer
bydliště	bydliště
trosečník	trosečník
inspektorát	inspektorát
označení	označení
computer	computer
autoservis	autoservis
mikrobus	mikrobus
cestování	cestování
spoluhráč	spoluhráč
dres	dres
osmašedesátka	osmašedesátk
jedenadvacítka	jedenadvacítk
bradka	bradk
tvář	tvář
finále	finál
brada	brad
vyřazení	vyřazení
kádr	kádr
trejd	trejd
asistence	asistenc
pád	pád
bonus	bonus
nahrávka	nahrávk
důvěra	důvěr
sestava	sestav
archiv	archiv
arcibiskupství	arcibiskupství
probošství	probošství
hrad	hrad
výročí	výročí
povýšení	povýšení
biskupství	biskupství
položení	položení
kámen	kámen
katedrála	katedrál
motto	mott
myšlenka	myšlenk
církev	církev
exponát	exponát
dějiny	dějin
vůdce	vůdc
smečka	smečk
věznice	věznic
vazba	vazb
trest	trest
vězeň	vězeň
stráž	stráž
lokalita	lokalit
kampaň	kampaň
čokoládovna	čokoládovn
vyjádření	vyjádření
stanovisko	stanovisk
demokrat	demokrat
volič	volič
národ	národ
brčko	brčk
dělo	děl
včerejšek	včerejšek
enkláva	enkláv
dělostřelba	dělostřelb
žena	žen
agrese	agres
pochyba	pochyb
zločin	zločin
konference	konferenc
velvyslankyně	velvyslankyně
sociolog	sociolog
politolog	politolog
sněm	sněm
předsedkyně	předsedkyně
delegace	delegac
bundestag	bundestag
třenice	třenic
ráz	ráz
prolomení	prolomení
legitimita	legitimit
vyhnání	vyhnání
mezník	mezník
garnitura	garnitur
kancléř	kancléř
spojenectví	spojenectví
současnost	současnost
nabídnutí	nabídnutí
gesto	gest
radikalizace	radikalizac
dikce	dikc
algoritmus	algoritmus
logika	logik
sebeobětování	sebeobětování
záchrana	záchran
předcházení	předcházení
sympatie	sympati
reputace	reputac
napomáhání	napomáhání
únik	únik
scéna	scén
vyhnanec	vyhnanec
kandidatura	kandidatur
sousedství	sousedství
praporek	praporek
série	séri
dobrodružství	dobrodružství
zážitek	zážitek
klubíčko	klubíčk
máma	mám
chovatel	chovatel
štěně	štěně
stesk	stesk
pelíšek	pelíšek
postel	postel
domov	domov
hierarchie	hierarchi
procházka	procházk
skříň	skříň
zoubek	zoubek
tón	tón
miláček	miláček
přítel	přítel
přítelkyně	přítelkyně
kříženec	kříženec
ovčák	ovčák
dobrman	dobrman
břicho	břich
porod	porod
křeslo	křesl
divan	divan
dobrák	dobrák
pracka	prack
centimetr	centimetr
teta	tet
tlapa	tlap
pohovka	pohovk
úleva	úlev
ráj	ráj
veterinář	veterinář
osvědčení	osvědčení
očkování	očkování
vzteklina	vzteklin
ženská	ženská
bázlivec	bázlivec
spatření	spatření
výkřik	výkřik
štěňátko	štěňátk
chlupáč	chlupáč
roztomilost	roztomilost
harmonie	harmoni
dvůr	dvůr
don	don
filharmonie	filharmoni
cembalo	cembal
varhany	varhan
plácačka	plácačk
oznámení	oznámení
památník	památník
písemnictví	písemnictví
diplom	diplom
zdravice	zdravic
vyznamenání	vyznamenání
fotografie	fotografi
průvod	průvod
noviny	novin
velikán	velikán
smrt	smrt
anděl	anděl
refektář	refektář
klášter	klášter
hrobeček	hrobeček
originál	originál
nápis	nápis
věčnost	věčnost
konečnost	konečnost
spisovatel	spisovatel
salón	salón
všednost	všednost
čítanka	čítank
kanárek	kanárek
návštěvník	návštěvník
expozice	expozic
stopa	stop
průřez	průřez
ozvěna	ozvěn
zlom	zlom
absurdárium	absurdárium
slavnostnost	slavnostnost
autorka	autork
archív	archív
slavnost	slavnost
převoz	převoz
ostatky	ostatk
linie	lini
svatba	svatb
křtiny	křtin
klasik	klasik
popisek	popisek
fotbalista	fotbalist
výbušnost	výbušnost
ochota	ochot
slávista	slávist
kaiserslautern	kaiserslautern
anketa	anket
výpomoc	výpomoc
